?gocam	?title	?controllers	?taxons	?taxon_labels	?modelstate
<http://model.geneontology.org/R-HSA-75105>	Fatty acyl-CoA biosynthesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4127425,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2976730,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-372445,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5655938,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5690039,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5690068,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-76188,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-77380,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8847584,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8854942,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8862181,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8933306	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-202733>	Cell surface interactions at the vascular wall - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-140811	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-77288>	mitochondrial fatty acid beta-oxidation of unsaturated fatty acids - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-110060,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-110061,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-77335	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-75102>	C6 deamination of adenosine - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111235,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111236	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-75109>	Triglyceride biosynthesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500583,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500610,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200109,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3769055,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-549113,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-549151,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-549188,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5696124,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6800338	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-1483166>	Synthesis of PA - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8878786,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9640571,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500583,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500610,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3769055,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-549113,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500585,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1498747,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500639,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-188469,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500587,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500605,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500606,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500630,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500634,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1524029,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1602359,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-549099,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5601921,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6786649,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6792447,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8878644	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-73776>	RNA Polymerase II Promoter Escape - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-113401,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-67439	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-114294>	Activation, translocation and oligomerization of BAX - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139950,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-55915	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-75108>	Activation of BID and translocation to mitochondria - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139950,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-55915,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-60306	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-3371378>	Regulation by c-FLIP - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139950	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-74749>	Signal attenuation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74703,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109800,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3656389,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74731	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-171007>	p38MAPK events - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-64847,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-112331,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-170993,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5218793,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-171001,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-65043	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-75035>	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-912443,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5623651,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-113838,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5683773,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5683784,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69221,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69253	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-74713>	IRS activation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74703,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74699	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-200425>	Carnitine metabolism - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8867341,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-76188,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-549205,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9632658,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-380954,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200408,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200557,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200994,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-549319,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8876883	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-72200>	mRNA Editing: C to U Conversion - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-49459	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-191273>	Cholesterol biosynthesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-76188,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3006223,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-196414,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191341,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191348,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191371,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-194721,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191277,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191285,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191320,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191329,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191397,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191413,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-194637,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-194648,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-194707,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-194710,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5216144,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8848217,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8952144,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-981569,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-981570	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-1483226>	Synthesis of PI - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500583,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500639,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500647,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500651,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8869240	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-1483213>	Synthesis of PE - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1299435,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1498747,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1498806,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1498817,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500579,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500592,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500619,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500633,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500636,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500642,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500656,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1524037,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5696413,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500583,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500639	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-73817>	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111428,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-56085,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111408,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73485,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189812,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500310,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419271,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500309,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-62498,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-62500,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73790	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-1483191>	Synthesis of PC - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500583,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444452,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3640837,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429572,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1498747,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500633,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500639,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264616,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500579,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500592,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500636,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500652,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1498767,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1500587,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1524035,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1524078,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1524125,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201711,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5216203,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5694478	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-69478>	G2/M DNA replication checkpoint - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-113838,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69221,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69253,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157457	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-69273>	Cyclin A/B1/B2 associated events during G2/M transition - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69261,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157412,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-113838,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69221,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69253,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157457,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68889,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-143487,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-170106,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3000318,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3002800,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4088142,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8857790,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8857798	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-72187>	mRNA 3'-end processing - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-49459,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-72075,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71997	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-112399>	IRS-mediated signalling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2404188	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-74259>	Purine catabolism - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109266,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109318,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109363,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109408,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109468,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111428,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2509833,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-49701,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500235,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-56085,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74208,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74237,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74244,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74253,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8953358	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-6804115>	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-113838,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3222161,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5683784,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6801636	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-73843>	PRPP biosynthesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73485,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189812,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-71304	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-500753>	Pyrimidine biosynthesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73485,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-189812,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419512,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73457,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73534	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-74217>	Purine salvage - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-49701,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-500235,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74208,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111408,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2161178,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2395830,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-514620,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73516,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74205,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74211,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74237,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-76542	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-73933>	Resolution of Abasic Sites (AP sites) - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-50119	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-73930>	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-50119,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-53845	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-110373>	Resolution of AP sites via the multiple-nucleotide patch replacement pathway - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-50119,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5649858	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-73863>	RNA Polymerase I Transcription Termination - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-73717	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-6790901>	rRNA modification in the nucleus and cytosol - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790671,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790638,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6791008,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790885,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790922,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6790980,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6791001,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8868776	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-5625740>	RHO GTPases activate PKNs - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8848613,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5623651,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5671920,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419080,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422483,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-445764,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-377179	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-176187>	Activation of ATR in response to replication stress - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-912443,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-113838,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-176204	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
