?gocam	?title	?gp_labels	?gptypes	?taxons	?taxon_labels	?modelstate
<http://model.geneontology.org/60ad85f700003015>	"'de novo' GMP biosynthetic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Impdh2,Gart,Gmps,Atic,Adsl,Impdh1,Paics,Pfas,Ppat	http://identifiers.org/mgi/MGI:109367,http://identifiers.org/mgi/MGI:95654,http://identifiers.org/mgi/MGI:2448526,http://identifiers.org/mgi/MGI:1351352,http://identifiers.org/mgi/MGI:103202,http://identifiers.org/mgi/MGI:96567,http://identifiers.org/mgi/MGI:1914304,http://identifiers.org/mgi/MGI:2684864,http://identifiers.org/mgi/MGI:2387203	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/617b481400000559>	"KAT5 regulation of lipid droplet disassembly (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	PRKAA2,PRKAA1,KAT5,PLIN3,PLIN2	http://identifiers.org/uniprot/P54646,http://identifiers.org/uniprot/Q13131,http://identifiers.org/uniprot/Q92993,http://identifiers.org/uniprot/O60664,http://identifiers.org/uniprot/Q99541	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fb9cc0600000727>	"SPModule-TLR1/TLR2 activation"^^<http://www.w3.org/2001/XMLSchema#string>	TIRAP,MYD88,TLR2,LBP,TLR1,CD14	http://identifiers.org/uniprot/P58753,http://identifiers.org/uniprot/Q99836,http://identifiers.org/uniprot/O60603,http://identifiers.org/uniprot/P18428,http://identifiers.org/uniprot/Q15399,http://identifiers.org/uniprot/P08571	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5f46c3b700002685>	"IL6:sIL6R Trans-signaling pathway (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	IL6ST,SOCS3,IL6R,JAK1,IL6,STAT3	http://identifiers.org/uniprot/P40189,http://identifiers.org/uniprot/O14543,http://identifiers.org/uniprot/P08887-2,http://identifiers.org/uniprot/P23458,http://identifiers.org/uniprot/P40189-2,http://identifiers.org/uniprot/P05231,http://identifiers.org/uniprot/P40763	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60e7989d00000165>	"dTMP biosynthetic process1A (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Rrm1,Rrm2,Nme1,Nme2,Shmt1,Dhfr,Tyms,Dut,Shmt2,Nme3	http://identifiers.org/mgi/MGI:98180,http://identifiers.org/mgi/MGI:98181,http://identifiers.org/mgi/MGI:97355,http://identifiers.org/mgi/MGI:97356,http://identifiers.org/mgi/MGI:98299,http://identifiers.org/mgi/MGI:94890,http://identifiers.org/mgi/MGI:98878,http://identifiers.org/mgi/MGI:1346051,http://identifiers.org/mgi/MGI:1277989,http://identifiers.org/mgi/MGI:1930182	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5e72450500004019>	"SARS-COV2/HOST\n"^^<http://www.w3.org/2001/XMLSchema#string>	TOMM70,MAVS,TRIM25,nsp16,TBK1,nsp3,ORF9b,nsp1,DDX58,KPNA2,IRF3,NXF1,nsp13,IFIH1,nsp12,nsp6,TRAF6,TRAF3	http://identifiers.org/uniprot/O94826,http://identifiers.org/uniprot/Q7Z434,http://identifiers.org/uniprot/Q14258,http://identifiers.org/uniprot/P0DTD1-PRO_0000449633,http://identifiers.org/uniprot/Q9UHD2,http://identifiers.org/uniprot/P0DTD1-PRO_0000449621,http://identifiers.org/uniprot/P0DTD2,http://identifiers.org/uniprot/P0DTD1-PRO_0000449619,http://identifiers.org/uniprot/O95786-2,http://identifiers.org/uniprot/P52292,http://identifiers.org/uniprot/Q14653,http://identifiers.org/uniprot/Q9UBU9,http://identifiers.org/uniprot/P0DTD1-PRO_0000449630,http://identifiers.org/uniprot/Q9BYX4,http://identifiers.org/uniprot/P0DTD1-PRO_0000449629,http://identifiers.org/uniprot/P0DTD1-PRO_0000449624,http://identifiers.org/uniprot/Q9Y4K3,http://identifiers.org/uniprot/Q14653-5,http://identifiers.org/uniprot/Q13114-2	http://purl.obolibrary.org/obo/NCBITaxon_2697049,http://purl.obolibrary.org/obo/NCBITaxon_9606,http://identifiers.org/uniprot/P0DTD1	Severe acute respiratory syndrome coronavirus 2,Homo sapiens,R1AB_SARS2,pp1ab Scov2	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/6258b8f300000816>	"Patulin biosynthesis by Penicillium expansum"^^<http://www.w3.org/2001/XMLSchema#string>	patK,patG,patD,patF,patO,patJ,patN,patE,patI,patH	http://identifiers.org/uniprot/A0A075TRC0,http://identifiers.org/uniprot/A0A075TXZ1,http://identifiers.org/uniprot/A0A075TMP0,http://identifiers.org/uniprot/A0A075TR27,http://identifiers.org/uniprot/A0A075TR33,http://identifiers.org/uniprot/A0A075TR41,http://identifiers.org/uniprot/A0A075TRB3,http://identifiers.org/uniprot/A0A075TRK9,http://identifiers.org/uniprot/A0A075TMP8,http://identifiers.org/uniprot/A0A075TRL5	http://purl.obolibrary.org/obo/NCBITaxon_27334	Penicillium expansum	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/61e0e55600001295>	"NLRP1 inflammasome leading to pyroptosis (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	CASP1,GSDMD,NLRP1,DPP9,PYCARD,DPP8	http://identifiers.org/uniprot/P29466,http://identifiers.org/uniprot/P57764,http://identifiers.org/uniprot/Q9C000,http://identifiers.org/uniprot/Q86TI2,http://identifiers.org/uniprot/Q9ULZ3,http://identifiers.org/uniprot/Q6V1X1	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5f46c3b700002102>	"SPModule-TIRAP-MYDDOSOME"^^<http://www.w3.org/2001/XMLSchema#string>	TIRAP,IRAK1,TRAF6,MYD88,IRAK4	http://identifiers.org/uniprot/P58753,http://identifiers.org/uniprot/P51617,http://identifiers.org/uniprot/Q9Y4K3,http://identifiers.org/uniprot/Q99836,http://identifiers.org/uniprot/Q9NWZ3	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fadbcf000001101>	"SPModule IFIH1-MAVS"^^<http://www.w3.org/2001/XMLSchema#string>	PPP1CA,IFIH1,MAVS	http://identifiers.org/uniprot/P62136,http://identifiers.org/uniprot/Q9BYX4,http://identifiers.org/uniprot/Q7Z434	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fadbcf000001646>	"SP_SIK2-actvity-on-P300"^^<http://www.w3.org/2001/XMLSchema#string>	PPARA,EP300,SIK2,MLXIPL	http://identifiers.org/uniprot/Q07869,http://identifiers.org/uniprot/Q09472,http://identifiers.org/uniprot/Q9H0K1,http://identifiers.org/uniprot/Q9NP71	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/6246724f00000078>	"Glucuronate catabolic process to xylulose 5-phosphate (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Xylb,Akr1a1,Dcxr,Sord,Cryl1	http://identifiers.org/mgi/MGI:2142985,http://identifiers.org/mgi/MGI:1929955,http://identifiers.org/mgi/MGI:1915130,http://identifiers.org/mgi/MGI:98266,http://identifiers.org/mgi/MGI:1915881	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/622aace900000522>	"ADP-ribosyltransferase activity of SIRT6 and ADP-ribosylation of PARP1 during DNA repair (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	PARP1,HPF1,SIRT6,MAPK8	http://identifiers.org/uniprot/P09874,http://identifiers.org/uniprot/Q9NWY4,http://identifiers.org/uniprot/Q8N6T7,http://identifiers.org/uniprot/P45983	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60ad85f700002947>	"'de novo' IMP biosynthetic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Gart,Pfas,Adsl,Paics,Ppat,Atic	http://identifiers.org/mgi/MGI:95654,http://identifiers.org/mgi/MGI:2684864,http://identifiers.org/mgi/MGI:103202,http://identifiers.org/mgi/MGI:1914304,http://identifiers.org/mgi/MGI:2387203,http://identifiers.org/mgi/MGI:1351352	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/617b481400000460>	"KAT5 involvement in DNA repair via homologous recombination (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	KAT5,SENP3,PRKDC,MBTD1,RNF168,TP53BP1,PIAS4,EPC1	http://identifiers.org/uniprot/Q92993,http://identifiers.org/uniprot/Q9H4L4,http://identifiers.org/uniprot/P78527,http://identifiers.org/uniprot/Q05BQ5,http://identifiers.org/uniprot/Q8IYW5,http://identifiers.org/uniprot/Q12888,http://identifiers.org/uniprot/Q8N2W9,http://identifiers.org/uniprot/Q9H2F5	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/617b481400000389>	"KAT5 regulation of the cytoskeleton by acetylation of proteins (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	KAT5,AURKB,CDK1,NDC80,SIRT1	http://identifiers.org/uniprot/Q92993,http://identifiers.org/uniprot/Q96GD4,http://identifiers.org/uniprot/P06493,http://identifiers.org/uniprot/O14777,http://identifiers.org/uniprot/Q96EB6-2	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fadbcf000001962>	"T-helper 17 cell lineage commitment by IL6 cluster (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	IL6ST,JAK1,STAT3,SOCS3,IL6,IL6R	http://identifiers.org/uniprot/P40189,http://identifiers.org/uniprot/P23458,http://identifiers.org/uniprot/P40763,http://identifiers.org/uniprot/O14543,http://identifiers.org/uniprot/P05231,http://identifiers.org/uniprot/P08887-2,http://identifiers.org/uniprot/P40189-2	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5f46c3b700001031>	"TLR4 signaling pathway (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	LBP,CD14,TLR4,TIRAP,MYD88	http://identifiers.org/uniprot/P18428,http://identifiers.org/uniprot/P08571,http://identifiers.org/uniprot/O00206,http://identifiers.org/uniprot/P58753,http://identifiers.org/uniprot/Q99836	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/617b481400000521>	"KAT5 involvement in nucleotide excision repair (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	KAT5,SIRT1,ERCC1,ERCC4	http://identifiers.org/uniprot/Q92993,http://identifiers.org/uniprot/Q96EB6,http://identifiers.org/uniprot/P07992,http://identifiers.org/uniprot/Q92889,http://identifiers.org/uniprot/Q92889-2	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/6246724f00001645>	"hyaluronan biosynthetic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Has1,Has2,Has3,Abcc5,Cemip	http://identifiers.org/mgi/MGI:106590,http://identifiers.org/mgi/MGI:107821,http://identifiers.org/mgi/MGI:109599,http://identifiers.org/mgi/MGI:1351644,http://identifiers.org/mgi/MGI:2443629	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/61b2b68300000000>	"NLRP6 inflammasome (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	IL1B,CASP1,PYCARD,NLRP6,IL18,CASP4,GSDMD	http://identifiers.org/uniprot/P01584,http://identifiers.org/uniprot/P29466,http://identifiers.org/uniprot/Q9ULZ3,http://identifiers.org/uniprot/P59044,http://identifiers.org/uniprot/Q14116,http://identifiers.org/uniprot/P49662,http://identifiers.org/uniprot/P57764	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60ad85f700000309>	"Notch signaling pathway via N-Dl (D.mel)"^^<http://www.w3.org/2001/XMLSchema#string>	Dl,kuz,Psn,N	http://identifiers.org/flybase/FBgn0000463,http://identifiers.org/flybase/FBgn0259984,http://identifiers.org/flybase/FBgn0284421,http://identifiers.org/flybase/FBgn0004647	http://purl.obolibrary.org/obo/NCBITaxon_7227	Drosophila melanogaster	production
<http://model.geneontology.org/60d5209a00001406>	"'de novo' XMP biosynthetic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Atic,Impdh2,Impdh1,Gart,Pfas,Ppat,Adsl,Paics	http://identifiers.org/mgi/MGI:1351352,http://identifiers.org/mgi/MGI:109367,http://identifiers.org/mgi/MGI:96567,http://identifiers.org/mgi/MGI:95654,http://identifiers.org/mgi/MGI:2684864,http://identifiers.org/mgi/MGI:2387203,http://identifiers.org/mgi/MGI:103202,http://identifiers.org/mgi/MGI:1914304	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/61e0e55600000338>	"SP_RNF186onEPHRINs"^^<http://www.w3.org/2001/XMLSchema#string>	EFNB1,MAP1LC3B,EPHB2,RNF186	http://identifiers.org/uniprot/P98172,http://identifiers.org/uniprot/Q9GZQ8,http://identifiers.org/uniprot/P29323,http://identifiers.org/uniprot/Q9NXI6	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60ad85f700000259>	"activin receptor signaling pathway via Actbeta-babo/put (D.mel)"^^<http://www.w3.org/2001/XMLSchema#string>	babo,Actbeta,put,Med,Smox	http://identifiers.org/flybase/FBgn0011300,http://identifiers.org/flybase/FBgn0024913,http://identifiers.org/flybase/FBgn0003169,http://identifiers.org/flybase/FBgn0011655,http://identifiers.org/flybase/FBgn0025800	http://purl.obolibrary.org/obo/NCBITaxon_7227	Drosophila melanogaster	production
<http://model.geneontology.org/61f34dd300000863>	"PKM2 acetylation by EP300 and deacetylation by SIRT6 leading to conversion into a protein kinase (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	STAT3,RAN,EP300,SIRT6,XPO4	http://identifiers.org/uniprot/P40763,http://identifiers.org/uniprot/P62826,http://identifiers.org/uniprot/Q09472,http://identifiers.org/uniprot/Q8N6T7,http://identifiers.org/uniprot/Q9C0E2	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/6086f4f200000223>	"canonical Wnt signaling pathway via wg-fz2 (D.mel)"^^<http://www.w3.org/2001/XMLSchema#string>	Roc1a,arm,fz2,wg,dsh,sgg,CkIalpha,Axn,Apc2,arr	http://identifiers.org/flybase/FBgn0025638,http://identifiers.org/flybase/FBgn0000117,http://identifiers.org/flybase/FBgn0016797,http://identifiers.org/flybase/FBgn0284084,http://identifiers.org/flybase/FBgn0000499,http://identifiers.org/flybase/FBgn0003371,http://identifiers.org/flybase/FBgn0015024,http://identifiers.org/flybase/FBgn0026597,http://identifiers.org/flybase/FBgn0026598,http://identifiers.org/flybase/FBgn0000119	http://purl.obolibrary.org/obo/NCBITaxon_7227	Drosophila melanogaster	production
<http://model.geneontology.org/6197061700002544>	"SP_ZDHHC5actonNOD1/2"^^<http://www.w3.org/2001/XMLSchema#string>	NOD1,RIPK2,ZDHHC5	http://identifiers.org/uniprot/Q9Y239,http://identifiers.org/uniprot/O43353,http://identifiers.org/uniprot/Q9C0B5	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5b91dbd100002057>	"Antifungal innate immune response in the hypodermis via MAPK cascade (C. elegans)"^^<http://www.w3.org/2001/XMLSchema#string>	pkc-3,tpa-1,tir-1,nipi-3,gpa-12,pmk-1,nsy-1,sek-1,rack-1,plc-3,egl-8,nlp-29	http://identifiers.org/wormbase/WBGene00004034,http://identifiers.org/wormbase/WBGene00006599,http://identifiers.org/wormbase/WBGene00006575,http://identifiers.org/wormbase/WBGene00010700,http://identifiers.org/wormbase/WBGene00001674,http://identifiers.org/wormbase/WBGene00004055,http://identifiers.org/wormbase/WBGene00003822,http://identifiers.org/wormbase/WBGene00004758,http://identifiers.org/wormbase/WBGene00010556,http://identifiers.org/wormbase/WBGene00004038,http://identifiers.org/wormbase/WBGene00001177,http://identifiers.org/wormbase/WBGene00003767	http://purl.obolibrary.org/obo/NCBITaxon_6239	Caenorhabditis elegans	production
<http://model.geneontology.org/5ce58dde00001215>	"Mouse-Aatf-antiapoptosis"^^<http://www.w3.org/2001/XMLSchema#string>	Wfs1,Eif2ak3,Xbp1,Stat3,Ern1,Aatf,Eif2a,Akt1	http://identifiers.org/mgi/MGI:1328355,http://identifiers.org/mgi/MGI:1341830,http://identifiers.org/mgi/MGI:98970,http://identifiers.org/mgi/MGI:103038,http://identifiers.org/mgi/MGI:1930134,http://identifiers.org/mgi/MGI:1929608,http://identifiers.org/mgi/MGI:1098684,http://identifiers.org/mgi/MGI:87986	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60ad85f700002694>	"'de novo' AMP biosynthetic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Gart,Adsl,Paics,Pfas,Ppat,Adss,Atic	http://identifiers.org/mgi/MGI:95654,http://identifiers.org/mgi/MGI:103202,http://identifiers.org/mgi/MGI:1914304,http://identifiers.org/mgi/MGI:2684864,http://identifiers.org/mgi/MGI:2387203,http://identifiers.org/mgi/MGI:87948,http://identifiers.org/mgi/MGI:1351352	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60ad85f700001873>	"epidermal growth factor receptor signaling pathway via spi-Egfr (D.mel)"^^<http://www.w3.org/2001/XMLSchema#string>	gro,cic,pnt,Ras85D,Egfr,Sos,drk,Shc,Raf,Dsor1,aop,rl,spi,csw	http://identifiers.org/flybase/FBgn0001139,http://identifiers.org/flybase/FBgn0262582,http://identifiers.org/flybase/FBgn0003118,http://identifiers.org/flybase/FBgn0003205,http://identifiers.org/flybase/FBgn0003731,http://identifiers.org/flybase/FBgn0001965,http://identifiers.org/flybase/FBgn0004638,http://identifiers.org/flybase/FBgn0015296,http://identifiers.org/flybase/FBgn0003079,http://identifiers.org/flybase/FBgn0010269,http://identifiers.org/flybase/FBgn0000097,http://identifiers.org/flybase/FBgn0003256,http://identifiers.org/flybase/FBgn0005672,http://identifiers.org/flybase/FBgn0000382	http://purl.obolibrary.org/obo/NCBITaxon_7227	Drosophila melanogaster	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60d5209a00000233>	"tumor necrosis factor-mediated signaling pathway via grnd-egr (D.mel)"^^<http://www.w3.org/2001/XMLSchema#string>	egr,msn,Tak1,Traf6,grnd,Tab2,bsk,hep	http://identifiers.org/flybase/FBgn0033483,http://identifiers.org/flybase/FBgn0010909,http://identifiers.org/flybase/FBgn0026323,http://identifiers.org/flybase/FBgn0265464,http://identifiers.org/flybase/FBgn0032682,http://identifiers.org/flybase/FBgn0086358,http://identifiers.org/flybase/FBgn0000229,http://identifiers.org/flybase/FBgn0010303	http://purl.obolibrary.org/obo/NCBITaxon_7227	Drosophila melanogaster	production
<http://model.geneontology.org/568b0f9600000284>	"Antibacterial innate immune response in the intestine via MAPK cascade (C. elegans)"^^<http://www.w3.org/2001/XMLSchema#string>	pmk-1,atf-7,sek-1,tpa-1,nsy-1,tir-1,dkf-2,sysm-1,kgb-1,vhp-1	http://identifiers.org/wormbase/WBGene00004055,http://identifiers.org/wormbase/WBGene00000223,http://identifiers.org/wormbase/WBGene00004758,http://identifiers.org/wormbase/WBGene00006599,http://identifiers.org/wormbase/WBGene00003822,http://identifiers.org/wormbase/WBGene00006575,http://identifiers.org/wormbase/WBGene00012019,http://identifiers.org/wormbase/WBGene00011979,http://identifiers.org/wormbase/WBGene00002187,http://identifiers.org/wormbase/WBGene00006923	http://purl.obolibrary.org/obo/NCBITaxon_6239	Caenorhabditis elegans	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60897d8500000494>	"IMP salvage (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Hprt,Ampd3,Ada,Adk,Ampd1,Ampd2,Pnp,Aprt,Gmpr,Nt5c2,Nt5c,Gmpr2	http://identifiers.org/mgi/MGI:96217,http://identifiers.org/mgi/MGI:1096344,http://identifiers.org/mgi/MGI:87916,http://identifiers.org/mgi/MGI:87930,http://identifiers.org/mgi/MGI:88015,http://identifiers.org/mgi/MGI:88016,http://identifiers.org/mgi/MGI:97365,http://identifiers.org/mgi/MGI:88061,http://identifiers.org/mgi/MGI:1913605,http://identifiers.org/mgi/MGI:2178563,http://identifiers.org/mgi/MGI:1354954,http://identifiers.org/mgi/MGI:1917903	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5f46c3b700001570>	"SPModule TBK1-IRF3"^^<http://www.w3.org/2001/XMLSchema#string>	EP300,IRF3,CREBBP,TBK1	http://identifiers.org/uniprot/Q09472,http://identifiers.org/uniprot/Q14653,http://identifiers.org/uniprot/Q92793,http://identifiers.org/uniprot/Q9UHD2	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5f46c3b700001407>	"SPModule-TRAF3-TBK1"^^<http://www.w3.org/2001/XMLSchema#string>	TRAF3,TICAM2,TBK1,TICAM1,MAVS	http://identifiers.org/uniprot/Q13114,http://identifiers.org/uniprot/Q86XR7,http://identifiers.org/uniprot/Q9UHD2,http://identifiers.org/uniprot/Q8IUC6,http://identifiers.org/uniprot/Q7Z434	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60ad85f700000189>	"BMP signaling pathway via dpp-tkv/put (D.mel)"^^<http://www.w3.org/2001/XMLSchema#string>	dpp,put,Mad,Med,Dad,tkv	http://identifiers.org/flybase/FBgn0000490,http://identifiers.org/flybase/FBgn0003169,http://identifiers.org/flybase/FBgn0011648,http://identifiers.org/flybase/FBgn0011655,http://identifiers.org/flybase/FBgn0020493,http://identifiers.org/flybase/FBgn0003716	http://purl.obolibrary.org/obo/NCBITaxon_7227	Drosophila melanogaster	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/61f34dd300000981>	"Regulation of gluconeogenesis by SIRT6, FOXO1 and KAT2A/GCN5 (Human)"^^<http://www.w3.org/2001/XMLSchema#string>	KAT2A,SIRT1,PPARGC1A,FOXO1,SIRT6	http://identifiers.org/uniprot/Q92830,http://identifiers.org/uniprot/Q96EB6,http://identifiers.org/uniprot/Q9UBK2,http://identifiers.org/uniprot/Q12778,http://identifiers.org/uniprot/Q8N6T7	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60897d8500000531>	"AMP salvage (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Hprt,Adk,Adssl1,Adss,Aprt,Adsl	http://identifiers.org/mgi/MGI:96217,http://identifiers.org/mgi/MGI:87930,http://identifiers.org/mgi/MGI:87947,http://identifiers.org/mgi/MGI:87948,http://identifiers.org/mgi/MGI:88061,http://identifiers.org/mgi/MGI:103202	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/62b4ffe300002470>	"Ochratoxin A biosynthesis & catabolism (A. niger)"^^<http://www.w3.org/2001/XMLSchema#string>	Am2,otaD,otaC,otaB,otaA	http://identifiers.org/uniprot/A2R2V4,http://identifiers.org/uniprot/A2R6G7,http://identifiers.org/uniprot/A2R6G9,http://identifiers.org/uniprot/A2R6H0,http://identifiers.org/uniprot/A2R6H1	http://purl.obolibrary.org/obo/NCBITaxon_425011	Aspergillus niger CBS 513.88	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5745387b00001516>	"Canonical glycolysis 1 (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Hk1,Gpi1,Tpi1,Aldoa,Pfkm,Pgk1,Gapdh,Pkm,Pgam2,Eno3	http://identifiers.org/mgi/MGI:96103,http://identifiers.org/mgi/MGI:95797,http://identifiers.org/mgi/MGI:98797,http://identifiers.org/mgi/MGI:87994,http://identifiers.org/mgi/MGI:97548,http://identifiers.org/mgi/MGI:97555,http://identifiers.org/mgi/MGI:95640,http://identifiers.org/mgi/MGI:97591,http://identifiers.org/mgi/MGI:1933118,http://identifiers.org/mgi/MGI:95395	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60ad85f700000110>	"receptor signaling pathway via JAK-STAT via upd2-dome (D.mel)"^^<http://www.w3.org/2001/XMLSchema#string>	hop,Stat92E,upd2,dome	http://identifiers.org/flybase/FBgn0004864,http://identifiers.org/flybase/FBgn0016917,http://identifiers.org/flybase/FBgn0030904,http://identifiers.org/flybase/FBgn0043903	http://purl.obolibrary.org/obo/NCBITaxon_7227	Drosophila melanogaster	production
<http://model.geneontology.org/60ff660000000917>	"GMP salvage 3, from adenine (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Impdh1,Ampd1,Gmps,Impdh2,Ampd3,Ampd2,Aprt	http://identifiers.org/mgi/MGI:96567,http://identifiers.org/mgi/MGI:88015,http://identifiers.org/mgi/MGI:2448526,http://identifiers.org/mgi/MGI:109367,http://identifiers.org/mgi/MGI:1096344,http://identifiers.org/mgi/MGI:88016,http://identifiers.org/mgi/MGI:88061	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60ff660000000897>	"GMP salvage 2b, from adenosine (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Impdh1,Gmps,Impdh2,Ampd3,Adk,Ampd1,Ampd2	http://identifiers.org/mgi/MGI:96567,http://identifiers.org/mgi/MGI:2448526,http://identifiers.org/mgi/MGI:109367,http://identifiers.org/mgi/MGI:1096344,http://identifiers.org/mgi/MGI:87930,http://identifiers.org/mgi/MGI:88015,http://identifiers.org/mgi/MGI:88016	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
